tag,anchor,bar,sizing,paper_lev,risk_pct,mode,delay,buffer,min_stop_atr,midday,side,slip,n_trades,final_eq,tot_ret,annual,sharpe,sortino,mdd,winrate,pf,avg_r,med_r,top5_share,skip_tight,skip_afford,cap_lev,cap_qty
first_eth_ms0.1_d1,eth,5,fixed,2.0,0.01,first_only,1,0.0,0.1,False,both,1,2219,39618.0,0.5847199999999999,0.054604650763733664,0.484165316576855,1.0805582824964801,-0.21077567013981655,0.3046417305092384,1.1397087933840673,0.10719938118003264,-0.7239144102058598,0.5069007136859782,4076,0,0,0
first_eth_ms0.1_d3,eth,5,fixed,2.0,0.01,first_only,3,0.0,0.1,False,both,1,2219,47406.0,0.8962399999999999,0.0766882050611093,0.7440938769640357,1.6359528059014568,-0.14631494519205063,0.3235691753041911,1.1992813873381636,0.16375219026292664,-0.7169768537214147,0.35259275815824764,4124,0,0,0
alwa_rth_ms0.05_b0,rth,5,fixed,2.0,0.01,always_in,1,0.0,0.05,False,both,1,10073,39618.0,0.5847199999999999,0.054604650763733664,0.3466093064880806,0.502193161253237,-0.16050809573134164,0.2900823984910156,1.0893135389757616,0.12704677439772402,-0.9589432070043169,0.311169600736394,19400,0,0,0
alwa_rth_ms0.05_b4,rth,5,fixed,2.0,0.01,always_in,1,4.0,0.05,False,both,1,9791,39384.0,0.5753600000000001,0.05388347484445699,0.3403464734040089,0.4928784369932459,-0.15558987369698307,0.29486262894494947,1.0869854716898988,0.1253636276894857,-0.9942051653759141,0.3184802449508332,17779,0,0,0
alwa_rth_ms0.1_b0,rth,5,fixed,2.0,0.01,always_in,1,0.0,0.1,False,both,1,6756,43516.5,0.7406600000000001,0.06609679878320818,0.4823673435038791,0.7296841348456367,-0.12489479347559741,0.32889283599763175,1.1010287880866876,0.10257143030155626,-0.7371517716060213,0.332110464117895,38915,0,0,0
alwa_rth_ms0.1_b4,rth,5,fixed,2.0,0.01,always_in,1,4.0,0.1,False,both,1,6640,43312.5,0.7324999999999999,0.06551848170972319,0.47652449898736027,0.7207975935473652,-0.13315661117590924,0.3308734939759036,1.0992778648934867,0.10537380005624458,-0.7471810625130182,0.33669383556223786,37611,0,0,0
alwa_eth_ms0.05_b0,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.05,False,both,1,8381,36540.0,0.4616,0.04480131175373492,0.2617320883038593,0.38788357121731637,-0.22583001624998136,0.2747882114306169,1.073915342878969,0.08702492834210913,-0.9960559721124479,0.39753374319836055,13084,0,0,0
alwa_eth_ms0.05_b4,eth,5,fixed,2.0,0.01,always_in,1,4.0,0.05,False,both,1,8132,36219.5,0.44877999999999996,0.043738943749101145,0.253857817718752,0.3754768893300795,-0.2254359661125506,0.28000491883915396,1.0715747832586338,0.0984133591734293,-1.0323100598818042,0.4093728964651518,11876,0,0,0
alwa_eth_ms0.1_b0,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.1,False,both,1,6178,41390.5,0.6556200000000001,0.05994824701337165,0.38679296057196716,0.5897325944312332,-0.156312625250501,0.31903528650048557,1.085019512505305,0.07819156398811912,-0.8236438412760132,0.3830205416311551,26801,0,0,0
alwa_eth_ms0.1_b4,eth,5,fixed,2.0,0.01,always_in,1,4.0,0.1,False,both,1,6048,41809.5,0.67238,0.06118178533208818,0.3958973857395701,0.602349761903965,-0.15215134773145822,0.32407407407407407,1.0855290995114821,0.08311738823044712,-0.8352057954477308,0.38091366694919654,25623,0,0,0
